id_venta,fecha,ciudad,canal,sku,producto,categoria_txt,unidades,precio_unitario,descuento,costo_unitario,metodo_pago,cliente_id,documento_cliente,id_factura,vendedor_id,estado
579,2025-10-03,medellin,Distribuidor,SKU-850,Tablet,pantallas,3.0,$ 627.317,0.9,$ 349.738,TC,1062,73861736,54025,228,cancelada
580,2025-04-09,medellin,Online,SKU-268,Mouse,accesorios,4.0,$ 1.376.948,19%,490958,nequi,1075,82352826,59305,246,completada
581,2025-01-25,Barranquilla,Distribuidor,SKU-442,Mouse,accesorios,-1.0,$ 2.120.923,0.21,$ 747.790,TC,1059,49201676,56212,226,completada
582,2025-02-22, Bogota ,Online,SKU-925,Monitor,accesorios,1.0,1404819,0.07,1721875,credit card,1064,87570023,53234,204,cancelada
583,2025-05-31,CALI,Online, SKU-405 ,Tablet,audio,4.0,1713675,0.13,267856,TC,1080,65387477,59457,230,completada
584,2025-05-24,Cartagena,Online,SKU-641,Headset,audio,3.0,994303,18%,$ 299.293,PSE,1054,88957296,57662,221,completada
585,2025-02-26,CALI,TIENDA,SKU-801,Mouse,audio,4.0,1872566,0.33,1977624,nequi,1056,18367568,57550,234,pendiente
586,2025-02-08,CALI,TIENDA,SKU-968,Monitor,pantallas,2.0,1036972,0.37,736927,TC,1091,54076911,53123,206,completada
587,2025-04-19, Bogota ,Online,SKU-636,Teclado,pantallas,5.0,$ 340.580,25%,1204856,nequi,1070,81285077,50653,205,pendiente
588,2025-06-30, Bogota ,Distribuidor,SKU-211,Tablet,accesorios,5.0,669179,0.16,212170,PSE,1072,64574689,54158,225,completada
589,2025-02-11, Bogota ,Online,SKU-510,Monitor,pantallas,5.0,798760,10%,,TC,1085,89095869,58700,200,completada
590,2025-07-05,medellin,Distribuidor,SKU-305,Monitor,computo,5.0,$ 1.056.658,0.39,$ 1.244.140,TC,1025,41564551,59879,218,completada
591,2025-08-11,,Online,SKU-284,Monitor,accesorios,5.0,$ 500.674,39%,$ 1.084.527,PSE,1011,47395056,55543,206,completada
592,2025-05-02,medellin,Distribuidor,SKU-481,Mouse,accesorios,5.0,1146500,0.37,194992,PSE,1070,22764588,59580,235,completada
593,2025-05-13,Barranquilla,TIENDA,SKU-595,Mouse,computo,1.0,$ 573.620,0.31,586054,PSE,1045,84892945,52197,211,completada
594,2025-12-06,Barranquilla,Distribuidor,SKU-478,Teclado,accesorios,3.0,413056,0.13,1907022,nequi,1046,38613621,53911,219,cancelada
595,2025-08-03,CALI,Online,SKU-146,Laptop,pantallas,,109031,0.33,1222999,PSE,1078,41639355,55235,222,completada
596,2025-08-09,CALI,TIENDA,SKU-985,Laptop,audio,3.0,$ 203.024,0.16,492432,nequi,1037,35118569,54799,224,completada
597,2025-08-23,Barranquilla,Distribuidor,SKU-839,Laptop,computo,5.0,$ 1.096.048,13%,1506178,credit card,1020,24073601,58707,229,completada
598,2025-11-27,Barranquilla,Distribuidor,SKU-650,Tablet,pantallas,4.0,2177098,0.3,626410,TC,1013,85585217,55360,228,completada
599,2025-05-26,medellin,Distribuidor,SKU-627,Tablet,computo,5.0,1567358,0.03,810740,TC,1001,35292122,58221,230,completada
600,2025-08-27,medellin,Distribuidor,SKU-603,Teclado,computo,2.0,,0.02,$ 860.684,tarjeta,1071,33686669,50325,217,completada
601,2025-03-17,CALI,Distribuidor,SKU-121,Tablet,accesorios,1.0,$ 1.071.341,0.18,,credit card,1069,43251942,53766,240,completada
602,2025-01-09, Bogota ,TIENDA,SKU-312,Laptop,accesorios,4.0,$ 325.218,0.18,$ 1.027.535,PSE,1032,25106292,54111,218,completada
603,2025-03-15,,TIENDA,SKU-409,Laptop,pantallas,4.0,$ 2.482.091,0.36,$ 1.146.787,PSE,1005,48445879,58302,203,completada
604,2025-10-09,medellin,TIENDA,SKU-760,Monitor,computo,-1.0,1694251,0.05,$ 1.484.856,credit card,1089,15197535,57015,200,completada
605,2025-08-18,CALI,TIENDA,SKU-852,Tablet,accesorios,5.0,1843980,0.05,462095,PSE,1036,49258843,56856,240,completada
606,2025-07-01,medellin,Online,SKU-371,Mouse,accesorios,1.0,1986849,0.06,1190110,tarjeta,1013,47139867,50106,214,cancelada
607,2025-06-23,Barranquilla,TIENDA,SKU-670,Mouse,computo,4.0,1741742,0.01,$ 548.008,nequi,1036,45871597,52426,207,completada
608,2025-05-21,Barranquilla,Distribuidor,SKU-898,Monitor,pantallas,1.0,693616,0.03,403348,TC,1007,44353667,54378,214,completada
609,2025-06-17,Cartagena,Distribuidor, SKU-301 ,Monitor,pantallas,4.0,386047,26%,$ 1.499.732,credit card,1076,33948465,54364,214,completada
610,2025-06-19, Bogota ,TIENDA, SKU-131 ,Monitor,computo,5.0,$ 538.790,0.17,619281,TC,1012,89705474,52531,249,completada
611,2025-10-10,Cartagena,Distribuidor,SKU-542,Mouse,pantallas,-1.0,$ 1.696.443,0.31,1000979,nequi,1039,50797952,56810,238,completada
612,2025-05-02,CALI,TIENDA,SKU-261,Laptop,accesorios,4.0,$ 2.156.491,0.4,324257,credit card,1091,68735632,55316,221,pendiente
613,2025-07-13,medellin,Distribuidor, SKU-866 ,Monitor,computo,3.0,324543,0.26,850358,nequi,1057,67099974,55362,217,completada
614,2025-01-05,CALI,Online,SKU-353,Teclado,accesorios,,,0.02,,PSE,1017,20761021,54693,215,completada
615,2025-01-29,Barranquilla,Online,SKU-620,Monitor,audio,2.0,538993,0.04,1807837,PSE,1056,20722351,58990,201,completada
616,2025-06-14,Cartagena,TIENDA,SKU-750,Headset,audio,2.0,732932,0.35,1986472,PSE,1082,97080594,55268,235,completada
617,2025-12-05,Cartagena,TIENDA, SKU-579 ,Monitor,pantallas,5.0,1547671,0.21,1613769,nequi,1037,16287206,52011,219,cancelada
618,2025-05-16,Cartagena,TIENDA,SKU-109,Mouse,audio,2.0,$ 1.001.271,0.33,219580,nequi,1031,69357549,50425,215,completada
619,2025-12-31,CALI,Distribuidor, SKU-825 ,Tablet,accesorios,5.0,2249537,0.34,589673,nequi,1085,39332641,53044,202,completada
620,2025-11-17,Barranquilla,TIENDA,SKU-604,Monitor,audio,2.0,1012206,0.37,,TC,1065,49016162,56229,229,completada
621,2025-12-08,medellin,Online,SKU-884,Tablet,accesorios,3.0,2258154,38%,1155441,nequi,1076,35494448,51239,201,completada
622,2025-05-25,medellin,Distribuidor,SKU-935,Headset,pantallas,2.0,,0.22,1541512,PSE,1086,10687055,56566,234,completada
623,2025-11-23,CALI,TIENDA,SKU-659,Teclado,pantallas,4.0,1216352,0.14,665101,tarjeta,1024,23422577,53391,225,pendiente
624,2025-08-05,Cartagena,Distribuidor,SKU-535,Tablet,accesorios,5.0,1724491,0.38,1209447,nequi,1091,28241510,54213,204,completada
625,2025-10-28, Bogota ,Distribuidor,SKU-210,Laptop,audio,,,0.22,1779039,tarjeta,1057,35609050,53997,201,completada
626,2025-05-12,CALI,TIENDA,SKU-252,Monitor,pantallas,1.0,$ 1.122.491,0.03,263535,PSE,1074,21493605,53006,219,completada
627,2025-10-19,CALI,Distribuidor,SKU-734,Headset,computo,5.0,2488839,0.26,$ 1.602.916,nequi,1032,58327025,57025,233,completada
628,2025-11-03,Barranquilla,Online, SKU-968 ,Headset,pantallas,3.0,685979,0.24,152116,TC,1087,61847345,53039,233,completada
629,2025-09-09,medellin,Online,SKU-201,Tablet,audio,2.0,1272038,36%,$ 165.943,TC,1065,26168345,56558,219,completada
630,2025-02-10,CALI,Distribuidor,SKU-852,Teclado,computo,3.0,$ 804.278,0.26,$ 235.375,tarjeta,1029,37084365,58790,249,completada
631,2025-12-30,CALI,TIENDA,SKU-932,Mouse,audio,1.0,$ 1.963.508,0.14,520935,TC,1080,50320269,51184,224,completada
632,2025-07-01,Cartagena,Distribuidor,SKU-290,Monitor,accesorios,5.0,527553,0.39,1609245,TC,1033,26678093,52584,219,pendiente
633,2025-06-16,Cartagena,Online,SKU-828,Headset,computo,5.0,996778,32%,1736210,TC,1085,64463256,58102,224,completada
634,2025-04-01, Bogota ,Distribuidor,SKU-662,Teclado,audio,3.0,2490562,0.25,782522,PSE,1068,44027235,57116,213,completada
635,2025-07-21,Barranquilla,Distribuidor,SKU-903,Laptop,computo,,1275802,0.12,$ 1.020.344,TC,1047,78643715,54383,246,completada
636,2025-12-12, Bogota ,Online,SKU-180,Headset,audio,2.0,$ 1.301.745,0.15,1843881,credit card,1039,57908590,53936,243,completada
637,2025-01-19,Cartagena,Distribuidor,SKU-588,Teclado,computo,4.0,551661,0.27,360252,nequi,1050,61978321,51699,242,completada
638,2025-02-08,medellin,Distribuidor, SKU-994 ,Mouse,audio,4.0,1922871,0.03,1298596,TC,1079,81199481,54507,242,pendiente
639,2025-05-06,Cartagena,TIENDA,SKU-187,Mouse,accesorios,2.0,$ 642.215,0.1,$ 64.892,TC,1012,62995264,50135,238,completada
640,2025-06-22,Barranquilla,TIENDA,SKU-293,Headset,computo,4.0,1831049,28%,196593,TC,1089,14813417,52025,211,completada
641,2025-05-21,Cartagena,Online,SKU-203,Headset,computo,1.0,366229,19%,$ 892.933,credit card,1030,48669500,53535,247,completada
642,2025-08-30,Barranquilla,Online,SKU-882,Tablet,computo,,$ 1.186.572,0.16,754280,TC,1038,65053385,54854,204,completada
643,2025-08-08,Barranquilla,Online, SKU-195 ,Monitor,computo,2.0,583508,0.06,360535,TC,1062,86643337,55367,201,completada
644,2025-06-05,Barranquilla,TIENDA,SKU-522,Teclado,accesorios,,1584547,18%,,nequi,1047,36877562,52890,215,pendiente
645,2025-02-27,,Online,SKU-990,Headset,computo,5.0,551930,0.31,1866710,credit card,1086,42245975,52757,229,completada
646,2025-05-28,Barranquilla,Online,SKU-297,Monitor,pantallas,3.0,99971,0.11,,credit card,1047,94306209,53773,246,completada
647,2025-11-13,medellin,Online,SKU-100,Tablet,accesorios,1.0,1648420,0.0,1035961,TC,1060,49903676,58572,242,completada
648,2025-12-27, Bogota ,TIENDA, SKU-506 ,Monitor,pantallas,5.0,$ 1.495.552,0.27,1851902,credit card,1011,64133658,56652,237,completada
649,2025-01-01,CALI,Distribuidor,SKU-477,Headset,computo,5.0,$ 1.893.200,0.39,1880993,tarjeta,1077,88322215,51528,244,completada
650,2025-12-14,,Online, SKU-266 ,Mouse,audio,2.0,1586049,0.24,,credit card,1055,99298558,54571,241,cancelada
651,2025-07-09,Barranquilla,Distribuidor,SKU-608,Teclado,pantallas,3.0,417597,5%,798059,credit card,1017,62212000,55049,223,completada
652,2025-07-10,medellin,Online,SKU-737,Teclado,computo,3.0,$ 1.481.350,0.13,140702,credit card,1026,48657987,50848,229,cancelada
653,2025-11-08,Cartagena,Distribuidor,SKU-412,Mouse,pantallas,1.0,$ 1.361.502,0.35,$ 88.527,PSE,1027,97629448,54127,236,cancelada
654,2025-04-27,medellin,TIENDA,SKU-692,Headset,computo,2.0,$ 1.335.502,0.09,$ 1.210.087,PSE,1081,47002628,57351,238,completada
655,2025-05-14,Barranquilla,TIENDA,SKU-517,Teclado,computo,1.0,205784,24%,930108,PSE,1079,53499361,55866,210,completada
656,2025-02-27,medellin,Online,SKU-862,Headset,computo,4.0,$ 1.305.412,0.16,764980,credit card,1051,38143483,55869,213,completada
657,2025-02-13,medellin,Distribuidor,SKU-780,Tablet,audio,5.0,1219110,0.08,843667,tarjeta,1015,97258518,52121,222,pendiente
658,2025-06-22,Barranquilla,TIENDA,SKU-576,Headset,pantallas,,$ 866.462,0.33,698019,credit card,1076,81997226,54681,215,completada
659,2025-06-09,medellin,Online,SKU-172,Monitor,accesorios,5.0,743879,0.3,$ 302.120,TC,1057,84263921,50472,249,completada
660,2025-06-22,CALI,Online,SKU-240,Mouse,accesorios,,2214621,0.26,1298887,tarjeta,1092,97841624,51787,220,completada
661,2025-11-13,CALI,TIENDA,SKU-681,Headset,accesorios,4.0,$ 1.639.814,0.09,$ 884.075,PSE,1008,65053752,50113,203,completada
662,2025-10-30,,TIENDA, SKU-361 ,Tablet,accesorios,2.0,$ 1.464.315,0.04,738225,nequi,1025,67309964,59528,232,completada
663,2025-05-29,Cartagena,Online,SKU-439,Laptop,computo,4.0,,23%,1433351,tarjeta,1027,18467351,56473,246,completada
664,2025-03-21,,Distribuidor,SKU-407,Mouse,pantallas,4.0,1209325,0.22,738666,PSE,1076,85845258,58530,213,completada
665,2025-08-01,CALI,Distribuidor, SKU-344 ,Teclado,pantallas,5.0,1214737,8%,1644561,tarjeta,1035,96374963,52285,218,cancelada
666,2025-07-22,Cartagena,Distribuidor,SKU-614,Monitor,audio,2.0,418825,0.02,609670,tarjeta,1008,35769970,51196,204,completada
667,2025-09-09,medellin,Online, SKU-436 ,Teclado,pantallas,-1.0,1775089,3%,818083,credit card,1046,42962212,50078,235,completada
668,2025-08-17,Cartagena,TIENDA, SKU-674 ,Tablet,pantallas,1.0,$ 1.905.547,0.4,195116,TC,1077,91365004,54559,230,cancelada
669,2025-06-13, Bogota ,Online,SKU-660,Tablet,pantallas,2.0,,0.31,$ 29.633,nequi,1050,49302845,56017,244,completada
670,2025-08-15,CALI,TIENDA,SKU-175,Teclado,audio,1.0,1905190,0.37,$ 94.164,PSE,1075,85451354,52652,217,cancelada
671,2025-05-27,medellin,Distribuidor,SKU-979,Mouse,accesorios,3.0,$ 521.477,0.9,$ 802.001,tarjeta,1056,66810336,54318,243,completada
672,2025-01-20,Barranquilla,Distribuidor,SKU-274,Teclado,pantallas,3.0,917691,0.38,468116,nequi,1031,53968361,55385,230,completada
673,2025-02-16,medellin,TIENDA,SKU-208,Headset,audio,3.0,$ 250.596,0.06,868941,tarjeta,1066,19117535,59448,229,completada
674,2025-08-21,Barranquilla,TIENDA,SKU-282,Teclado,audio,2.0,1687906,0.9,138425,TC,1056,81422263,57054,220,completada
675,2025-11-01,medellin,Online,SKU-291,Monitor,computo,2.0,$ 819.595,0.33,1951134,nequi,1053,70328668,50827,246,cancelada
676,2025-01-14,Cartagena,Distribuidor,SKU-164,Monitor,audio,1.0,1736473,14%,$ 789.508,PSE,1015,10951399,54923,229,completada
677,2025-05-23,Cartagena,Online,SKU-948,Laptop,accesorios,4.0,$ 1.615.283,0.17,1453242,tarjeta,1061,83490770,53385,240,completada
678,2025-01-01,Cartagena,Online,SKU-573,Monitor,pantallas,1.0,1453482,0.05,310182,TC,1083,89273157,56056,203,completada
679,2025-02-23, Bogota ,Online,SKU-882,Teclado,audio,3.0,,5%,$ 1.243.736,nequi,1095,19255211,51965,204,cancelada
680,2025-09-16,Barranquilla,Distribuidor,SKU-199,Monitor,accesorios,1.0,314358,0.25,$ 1.267.825,tarjeta,1055,93271099,52427,240,completada
681,2025-05-24,Cartagena,Online,SKU-643,Mouse,audio,4.0,$ 1.816.870,0.27,220538,tarjeta,1022,89240559,52841,244,cancelada
682,2025-01-12, Bogota ,Online,SKU-963,Monitor,audio,2.0,$ 546.701,0.31,$ 480.432,PSE,1016,68308776,58805,209,completada
683,2025-11-26,Barranquilla,Online,SKU-227,Headset,audio,1.0,$ 1.602.369,22%,$ 737.153,TC,1079,76561172,58754,226,completada
684,2025-08-12,medellin,Online, SKU-551 ,Mouse,audio,3.0,$ 796.041,26%,1530578,credit card,1037,75997560,56563,215,completada
685,2025-09-29, Bogota ,Online,SKU-468,Laptop,audio,3.0,$ 1.201.753,0.01,1363858,tarjeta,1071,59361663,55840,229,completada
686,2025-12-24,CALI,Online,SKU-950,Headset,accesorios,2.0,$ 1.267.752,0.06,995814,nequi,1082,96731733,57810,212,completada
687,2025-06-05, Bogota ,Distribuidor,SKU-142,Teclado,pantallas,1.0,$ 410.447,39%,216466,PSE,1029,26738345,56064,235,completada
688,2025-01-08, Bogota ,Online,SKU-983,Teclado,pantallas,4.0,520850,0.03,1039389,PSE,1057,63444607,57144,220,completada
689,2025-05-02,Barranquilla,TIENDA,SKU-518,Teclado,pantallas,2.0,1183473,0.27,$ 487.243,tarjeta,1097,48015177,54352,244,completada
690,2025-12-14,medellin,Online,SKU-587,Headset,pantallas,1.0,1126984,0.07,$ 1.547.622,tarjeta,1077,35165043,50184,239,completada
691,2025-06-13,CALI,Online, SKU-177 ,Headset,accesorios,5.0,136908,0.29,$ 1.250.799,tarjeta,1021,25552975,55809,244,completada
692,2025-03-31,,Distribuidor, SKU-925 ,Headset,computo,3.0,2363145,0.9,$ 912.172,credit card,1016,20621840,54065,214,completada
693,2025-05-16,Cartagena,Distribuidor,SKU-900,Mouse,computo,4.0,1672595,0.09,$ 1.699.038,tarjeta,1014,18853372,57181,219,completada
694,2025-07-05, Bogota ,TIENDA,SKU-369,Tablet,accesorios,4.0,871563,0.11,326416,TC,1047,12250477,58437,219,completada
695,2025-11-12,Barranquilla,TIENDA, SKU-773 ,Mouse,accesorios,4.0,,0.26,152980,nequi,1031,69311700,57504,244,pendiente
696,2025-06-27,Barranquilla,Distribuidor,SKU-800,Teclado,audio,3.0,1186374,0.16,419060,tarjeta,1076,81363431,57426,204,cancelada
697,2025-01-28,Cartagena,Distribuidor,SKU-858,Tablet,audio,1.0,$ 661.142,0.08,852887,credit card,1084,16914996,59057,231,completada
698,2025-08-08,CALI,Online,SKU-827,Monitor,audio,2.0,257902,0.29,1035669,nequi,1039,44721640,52087,205,completada
699,2025-12-23,medellin,Distribuidor, SKU-414 ,Teclado,pantallas,1.0,2437999,0.06,1656311,PSE,1096,85310183,50600,229,pendiente
700,2025-02-10,,TIENDA,SKU-950,Laptop,audio,2.0,2180231,0.34,744887,tarjeta,1056,44877356,57804,225,completada
701,2025-08-16,medellin,Online,SKU-988,Mouse,computo,4.0,1614441,21%,1402828,nequi,1057,19449136,55537,236,completada
702,2025-07-11,Cartagena,TIENDA,SKU-267,Headset,pantallas,1.0,330258,0.04,$ 451.282,PSE,1090,70288658,53033,212,completada
703,2025-05-25,medellin,Online,SKU-438,Mouse,audio,4.0,502450,0.28,$ 241.301,credit card,1098,55172091,52056,228,completada
704,2025-07-20,Barranquilla,Distribuidor,SKU-292,Headset,pantallas,5.0,$ 1.918.238,0.21,972508,TC,1015,34823750,58724,204,completada
705,2025-07-31, Bogota ,TIENDA,SKU-552,Tablet,computo,4.0,$ 1.756.916,0.12,$ 839.765,tarjeta,1027,99293904,55084,224,pendiente
706,2025-08-08, Bogota ,Online,SKU-382,Laptop,audio,4.0,1135770,0.17,922651,TC,1097,52085752,52042,212,completada
707,2025-08-28,Cartagena,Online,SKU-435,Tablet,computo,2.0,1539598,0.12,1408749,credit card,1000,56425925,57960,223,completada
708,2025-02-15,Barranquilla,Distribuidor,SKU-489,Laptop,computo,5.0,,0.11,1365417,nequi,1040,68847385,50357,230,completada
709,2025-04-02,CALI,Distribuidor,SKU-624,Mouse,computo,4.0,65807,0.07,,nequi,1047,36039937,50377,219,completada
710,2025-09-10,Barranquilla,Distribuidor,SKU-339,Headset,audio,4.0,1586089,0.15,$ 926.952,credit card,1030,25458874,54488,207,completada
711,2025-03-23, Bogota ,TIENDA,SKU-931,Tablet,accesorios,5.0,1455986,0.1,1874569,credit card,1035,25943416,54797,208,completada
712,2025-09-13, Bogota ,Online,SKU-582,Laptop,audio,5.0,680501,27%,426249,tarjeta,1032,56442869,53307,220,completada
713,2025-07-16,,Distribuidor,SKU-758,Teclado,computo,1.0,$ 1.578.274,0.27,1005391,PSE,1032,19380638,52596,219,pendiente
714,2025-10-30,Barranquilla,TIENDA,SKU-815,Teclado,audio,2.0,648580,20%,70063,TC,1081,73450315,50783,214,completada
715,2025-10-01, Bogota ,TIENDA,SKU-691,Tablet,computo,,667272,0.31,1875929,TC,1022,69040354,55924,225,completada
716,2025-11-08,CALI,TIENDA,SKU-990,Headset,accesorios,5.0,558065,0.34,558628,nequi,1059,95908143,52379,241,completada
717,2025-10-13,,Distribuidor,SKU-654,Tablet,pantallas,3.0,$ 329.963,0.23,$ 602.069,nequi,1086,34926981,57831,210,completada
718,2025-08-30,Cartagena,Distribuidor,SKU-557,Mouse,accesorios,5.0,1203493,0.25,1864909,tarjeta,1078,60194190,59174,236,completada
719,2025-09-08,Barranquilla,Online,SKU-188,Laptop,accesorios,2.0,567578,0.11,$ 1.074.214,credit card,1089,94643982,59234,240,pendiente
720,2025-12-31,Cartagena,Online,SKU-759,Mouse,pantallas,4.0,1443271,0.36,232986,TC,1029,43920531,55267,210,cancelada
721,2025-01-05, Bogota ,Distribuidor,SKU-194,Teclado,audio,4.0,443915,0.01,1370044,tarjeta,1088,65459660,57638,226,completada
722,2025-04-29, Bogota ,TIENDA, SKU-551 ,Laptop,pantallas,-1.0,$ 2.292.476,0.14,$ 1.414.076,nequi,1044,31515563,52538,229,completada
723,2025-10-16,Barranquilla,TIENDA, SKU-527 ,Tablet,audio,4.0,1953690,0.29,236668,nequi,1079,74285097,50861,218,completada
724,2025-03-06,Barranquilla,TIENDA,SKU-250,Mouse,audio,3.0,,3%,$ 309.786,TC,1038,20319935,51876,233,completada
725,2025-05-26,Barranquilla,Online, SKU-613 ,Monitor,computo,5.0,1571726,0.07,$ 530.518,nequi,1044,65859612,53526,237,completada
726,2025-08-12,CALI,TIENDA,SKU-475,Headset,computo,4.0,863521,24%,,nequi,1077,56079618,59877,222,pendiente
727,2025-08-27,Cartagena,Online,SKU-121,Headset,pantallas,1.0,217345,0.22,$ 1.900.875,PSE,1080,31670920,51622,200,completada
728,2025-06-26,Barranquilla,Online,SKU-982,Monitor,accesorios,4.0,$ 1.670.870,0.9,1399406,credit card,1011,92743754,55518,202,completada
729,2025-09-24,medellin,TIENDA,SKU-412,Teclado,pantallas,5.0,1345499,0.9,320019,nequi,1092,83004746,52657,202,completada
730,2025-12-07,medellin,TIENDA, SKU-939 ,Laptop,audio,,1512832,0.05,$ 1.181.747,PSE,1031,25820184,51932,227,completada
731,2025-10-09, Bogota ,Distribuidor, SKU-618 ,Headset,computo,3.0,$ 828.062,1%,1425781,tarjeta,1055,66183253,58699,213,completada
732,2025-04-03,Cartagena,Distribuidor,SKU-305,Monitor,pantallas,2.0,659724,0.28,1802665,nequi,1023,42612857,53478,229,completada
733,2025-08-05,Barranquilla,TIENDA,SKU-474,Tablet,pantallas,2.0,687538,0.12,603665,tarjeta,1012,15330605,52656,204,completada
734,2025-12-08,medellin,Online,SKU-550,Monitor,computo,,$ 433.151,0.25,799627,nequi,1019,68049608,59313,248,completada
735,2025-11-11,Cartagena,Online,SKU-725,Teclado,computo,2.0,2033338,0.06,593979,TC,1078,47859411,50289,214,completada
736,2025-10-10,,Online,SKU-883,Teclado,computo,2.0,698387,0.19,$ 1.053.240,PSE,1055,91769929,57011,237,completada
737,2025-06-26,CALI,Online,SKU-694,Mouse,audio,1.0,2082624,20%,1521095,PSE,1052,12956181,55858,213,completada
738,2025-04-08,Cartagena,Online,SKU-278,Headset,computo,5.0,471069,23%,1517631,TC,1067,49012508,57323,213,cancelada
739,2025-04-15,Cartagena,Distribuidor,SKU-309,Mouse,accesorios,5.0,,0.21,326207,credit card,1053,33203646,52829,248,completada
740,2025-04-09,CALI,TIENDA,SKU-599,Monitor,pantallas,2.0,87359,0.2,631070,PSE,1033,17971391,55962,207,completada
741,2025-11-07,Cartagena,Distribuidor, SKU-563 ,Laptop,computo,2.0,,0.13,1847760,tarjeta,1027,39350724,54812,207,completada
742,2025-01-06, Bogota ,Online,SKU-939,Laptop,computo,2.0,2062749,0.03,$ 93.343,PSE,1049,94902567,57264,218,completada
743,2025-07-16, Bogota ,Online,SKU-223,Teclado,audio,3.0,1345831,0.04,360215,credit card,1001,34473802,59592,231,completada
744,2025-12-17,CALI,Online,SKU-212,Laptop,audio,4.0,804681,0.17,$ 937.996,tarjeta,1093,76211456,58758,230,completada
745,2025-05-13,Barranquilla,Online,SKU-111,Laptop,pantallas,3.0,$ 306.305,0.14,660687,tarjeta,1025,83543412,51473,228,completada
746,2025-12-24,medellin,TIENDA,SKU-225,Laptop,accesorios,5.0,$ 925.352,0.21,$ 570.645,TC,1050,47282921,51987,240,completada
747,2025-09-16,Barranquilla,Online,SKU-664,Monitor,pantallas,1.0,911255,0.12,$ 1.528.630,nequi,1046,75318009,57673,210,completada
748,2025-01-23,Cartagena,TIENDA,SKU-430,Laptop,computo,4.0,1980022,0.9,1882322,TC,1025,19609533,53260,244,completada
749,2025-02-22,medellin,Online,SKU-382,Tablet,accesorios,-1.0,2446609,0.35,456913,nequi,1083,20441909,57490,212,cancelada
750,2025-06-14,CALI,TIENDA,SKU-239,Laptop,accesorios,5.0,,12%,609571,TC,1091,31272166,56739,226,completada
751,2025-07-21,CALI,Distribuidor,SKU-500,Laptop,accesorios,5.0,437230,0.08,74567,nequi,1083,89707451,53251,218,completada
752,2025-03-24,,Online,SKU-196,Mouse,accesorios,1.0,1673172,0.05,$ 324.150,PSE,1074,68613549,55905,225,completada
753,2025-05-25, Bogota ,TIENDA,SKU-616,Monitor,pantallas,1.0,1901397,25%,$ 252.778,tarjeta,1073,60288388,55300,236,completada
754,2025-03-26,medellin,Distribuidor,SKU-668,Teclado,audio,1.0,$ 431.377,0.18,1205334,nequi,1060,23749872,55054,247,completada
755,2025-03-19,Cartagena,Online,SKU-945,Mouse,audio,5.0,1700664,8%,$ 1.649.470,PSE,1022,95012885,51716,208,cancelada
756,2025-01-01, Bogota ,Online,SKU-168,Headset,computo,2.0,2498843,0.26,$ 1.344.611,credit card,1036,42070617,59204,227,pendiente
757,2025-02-20,CALI,Online, SKU-217 ,Monitor,audio,1.0,782557,0.06,1508907,TC,1040,29581876,51310,231,completada
758,2025-06-22,,TIENDA,SKU-987,Tablet,audio,,1093078,0.22,641020,credit card,1051,28455791,50617,202,completada
759,2025-07-24,Barranquilla,TIENDA,SKU-158,Monitor,audio,5.0,55757,0.21,731079,PSE,1082,51528842,54257,231,completada
760,2025-09-17,Barranquilla,Distribuidor,SKU-132,Headset,audio,3.0,$ 602.933,0.29,$ 1.027.968,credit card,1081,30802697,56099,204,completada
761,2025-10-15,,TIENDA,SKU-417,Headset,computo,3.0,341199,0.02,1005534,credit card,1048,16228462,50468,207,completada
762,2025-02-03,,TIENDA,SKU-149,Headset,pantallas,4.0,$ 1.188.391,0.36,969227,PSE,1026,85448998,55905,213,cancelada
763,2025-12-14,medellin,Online,SKU-979,Teclado,accesorios,2.0,$ 946.502,28%,831309,tarjeta,1005,17017718,51139,202,completada
764,2025-05-04,medellin,Online,SKU-588,Laptop,audio,1.0,$ 1.431.746,0.09,264465,nequi,1073,16061598,59628,223,completada
765,2025-03-13,Barranquilla,Online,SKU-118,Monitor,pantallas,5.0,$ 2.449.488,0.07,239589,TC,1065,53046411,58728,212,completada
766,2025-02-08,medellin,Online,SKU-825,Laptop,audio,1.0,2298701,0.17,553314,nequi,1023,51852146,50951,242,completada
767,2025-06-03,,Online,SKU-296,Laptop,audio,5.0,$ 2.285.125,33%,1346142,TC,1037,94620623,58012,228,completada
768,2025-07-09, Bogota ,Online,SKU-990,Tablet,accesorios,3.0,766631,0.34,1990324,nequi,1027,44915138,53006,207,completada
769,2025-06-11,Cartagena,Online, SKU-549 ,Headset,accesorios,,49092,21%,310625,credit card,1027,19349313,56075,241,completada
770,2025-04-28,Cartagena,Distribuidor,SKU-658,Teclado,accesorios,4.0,938746,0.34,$ 1.939.188,tarjeta,1065,93175044,57890,230,completada
771,2025-09-16,medellin,Distribuidor,SKU-778,Tablet,audio,2.0,677191,0.0,648672,credit card,1060,47541770,55952,225,completada
772,2025-11-02, Bogota ,Distribuidor, SKU-551 ,Mouse,audio,4.0,2430017,0.01,1316347,tarjeta,1045,42254457,57077,217,completada
773,2025-09-25,medellin,Distribuidor,SKU-388,Teclado,audio,-1.0,2407807,0.36,$ 73.031,PSE,1068,64255896,59042,217,completada
774,2025-02-23,CALI,Online, SKU-240 ,Laptop,accesorios,1.0,2189934,0.31,$ 1.989.601,TC,1074,36417826,51971,206,completada
